,Тип рынка,Функциональная зона,"Общая площадь,
кв.м","Жилая площадь,
кв.м","Площадь кухни,
кв.м",Год постройки,Тип дома,Класс,Этаж,Этажность,Тип этажа,Количество комнат,Парковка,Материал стен,"Цена предложения,
руб.","Удельная цена, руб./кв.м",Актуальность на дату послед. проверки,Колич.  Просмотр.,Колич.  Просм. в день,"Остановка
м","Парк
м","Центр
км","Станция метро
м","Школа
м","Детский сад
м",Месяц создания,Год создания,Месяц парсинга,Год парсинга,Месяц последней проверки,Год последней проверки
462,2,1,52.70000076293945,23.0,12.600000381469727,2010,3,2,2,11.0,2.0,1,1,1,8250000,156546,1,25,0.08,417,328,3,3839,520.0,511.0,6,2022,6,2022,9,2022
463,2,1,69.19999694824219,39.20000076293945,16.0,2007,3,2,15,17.0,2.0,2,1,3,8950000,129335,1,28,0.07,296,502,4,4335,1102.0,935.0,6,2022,6,2022,9,2022
464,2,2,42.0,18.0,9.5,2013,3,2,10,10.0,3.0,1,1,2,5200000,123810,0,3,0.67,138,264,4,62,427.0,572.0,6,2022,6,2022,6,2022
465,2,4,34.0,17.399999618530273,6.0,1968,2,2,1,9.0,1.0,1,1,1,4200000,123529,1,25,0.08,65,496,8,3685,293.0,164.0,6,2022,6,2022,9,2022
466,2,1,39.5,17.700000762939453,7.5,1986,2,2,9,9.0,3.0,1,0,1,3950000,100000,1,29,0.07,95,1235,10,3431,563.0,101.0,6,2022,6,2022,9,2022
467,2,1,65.0,44.0,9.0,1948,1,2,2,2.0,3.0,2,0,1,4200000,64615,1,29,0.07,117,352,8,1084,155.0,148.0,6,2022,6,2022,9,2022
468,2,4,34.099998474121094,17.399999618530273,6.0,1968,2,2,8,9.0,2.0,1,1,1,4800000,140762,1,28,0.07,65,496,8,3685,293.0,164.0,6,2022,6,2022,9,2022
469,2,1,30.5,18.0,6.0,1966,1,2,3,5.0,2.0,1,0,1,4200000,137705,1,33,0.06,251,694,4,3559,159.0,400.0,6,2022,6,2022,9,2022
470,2,1,46.400001525878906,30.0,6.0,1967,1,2,2,5.0,2.0,2,0,2,4500000,96983,1,27,0.07,407,362,12,1452,101.0,194.0,6,2022,6,2022,9,2022
471,1,5,56.70000076293945,28.200000762939453,12.699999809265137,2023,3,2,21,21.0,3.0,2,1,3,8212766,144846,1,28,0.07,94,2332,7,5612,1080.8222222222223,303.5111111111111,6,2022,6,2022,9,2022
472,2,3,34.599998474121094,25.0,6.599999904632568,1917,4,2,2,2.0,3.0,2,0,1,4500000,130058,0,31,0.06,57,140,0,1446,173.0,646.0,6,2022,6,2022,9,2022
473,2,1,32.70000076293945,17.0,6.0,1978,2,2,2,9.0,2.0,1,0,2,3650000,111621,1,25,0.08,127,172,6,562,127.0,147.0,6,2022,6,2022,9,2022
474,2,6,32.0,22.5,5.0,1930,1,2,2,4.0,2.0,2,0,1,3300000,103125,0,56,0.23,76,198,13,356,323.0,292.0,6,2022,6,2022,9,2022
475,2,1,21.0,11.600000381469727,4.699999809265137,1974,2,2,1,9.0,1.0,1,0,1,2550000,121429,0,31,0.06,449,875,5,483,197.0,255.0,6,2022,6,2022,5,2022
476,2,1,47.20000076293945,29.0,8.0,1991,2,2,3,9.0,2.0,2,1,1,6000000,127119,1,26,0.08,219,659,5,454,353.0,327.0,6,2022,6,2022,9,2022
477,2,1,38.20000076293945,23.100000381469727,5.900000095367432,1976,1,2,5,5.0,3.0,2,1,2,3900000,102094,1,27,0.07,429,667,11,2141,259.0,71.0,6,2022,6,2022,9,2022
478,1,2,84.5,50.0,14.600000381469727,2023,3,2,9,14.0,2.0,3,1,3,10300000,121893,1,28,0.07,1008,1415,7,5795,1205.0,1066.0,6,2022,6,2022,9,2022
479,2,1,60.0,33.0,12.0,2007,3,2,8,16.0,2.0,2,1,1,8050000,134167,1,29,0.07,205,620,6,836,223.0,131.0,6,2022,6,2022,9,2022
480,2,2,50.0,30.0,7.099999904632568,1978,2,2,6,9.0,2.0,2,1,1,5700000,114000,1,26,0.08,267,1504,16,2257,119.0,104.0,6,2022,6,2022,9,2022
481,1,2,34.20000076293945,14.899999618530273,11.100000381469727,2024,3,2,5,14.0,2.0,1,1,3,4986061,145791,1,20,0.05,863,1296,7,5753,660.2664233576643,509.9160583941606,6,2022,6,2022,9,2022
482,2,1,65.0,32.5,10.199999809265137,2014,3,2,10,12.0,2.0,2,1,1,7999000,123062,1,25,0.04,290,654,10,3897,360.0,205.0,6,2022,6,2022,9,2022
483,2,1,60.0,40.20000076293945,7.099999904632568,1973,2,2,4,9.0,2.0,3,0,1,8580000,143000,1,24,0.04,352,542,11,5186,464.0,436.0,6,2022,6,2022,9,2022
484,2,2,30.399999618530273,15.800000190734863,6.5,1974,1,2,2,5.0,2.0,1,0,1,3090000,101645,1,20,0.05,197,1240,15,1930,172.0,152.0,6,2022,6,2022,9,2022
485,2,1,31.5,18.200000762939453,6.0,1961,1,2,1,5.0,1.0,1,1,1,3600000,114286,0,5,0.2,62,111,14,584,174.0,258.0,6,2022,6,2022,6,2022
486,2,1,40.20000076293945,21.200000762939453,9.100000381469727,2011,3,2,7,10.0,2.0,1,0,1,7300000,181592,1,29,0.03,49,768,2,1901,331.0,272.0,6,2022,6,2022,9,2022
487,2,1,48.0,29.0,8.0,1992,2,2,8,9.0,2.0,2,1,1,5799999,120833,1,27,0.04,154,797,3,2291,865.0,662.0,6,2022,6,2022,9,2022
488,1,5,39.0,16.100000381469727,13.300000190734863,2023,3,2,16,18.0,2.0,1,1,3,5996757,153763,1,21,0.05,131,1256,11,3663,492.0,275.0,6,2022,6,2022,9,2022
489,2,1,44.599998474121094,31.0,5.900000095367432,1966,1,2,3,5.0,2.0,2,0,1,3900000,87444,1,25,0.04,45,346,13,1209,541.0,229.0,6,2022,6,2022,9,2022
490,1,4,51.0,22.299999237060547,15.5,2014,3,2,19,22.0,2.0,1,1,3,12780000,250588,1,22,0.05,104,194,5,5244,640.0,799.0,6,2022,6,2022,9,2022
491,2,1,45.099998474121094,27.299999237060547,7.0,1985,2,2,7,9.0,2.0,2,0,2,4850000,107539,1,32,0.03,109,211,8,930,304.0,146.0,6,2022,6,2022,9,2022
492,2,1,32.0,18.0,5.0,1967,1,2,1,5.0,1.0,1,0,2,3500000,109375,0,9,0.11,139,515,14,1779,261.0,154.0,6,2022,6,2022,6,2022
493,2,1,31.0,19.0,6.0,1965,1,2,1,5.0,1.0,1,0,1,3770000,121613,1,25,0.04,94,1448,2,1793,805.0,491.0,6,2022,6,2022,9,2022
494,2,1,36.29999923706055,12.399999618530273,16.0,2015,3,2,11,13.0,2.0,1,0,1,5450000,150138,1,30,0.03,195,1439,6,658,432.0,296.0,6,2022,6,2022,9,2022
495,2,1,59.099998474121094,46.29999923706055,5.599999904632568,1965,1,2,4,5.0,2.0,3,0,1,5390000,91201,1,23,0.04,212,764,14,1905,167.0,77.0,6,2022,6,2022,9,2022
496,2,1,37.0,18.0,9.0,1989,2,2,4,9.0,2.0,1,0,1,3800000,102703,1,31,0.03,181,580,10,1703,464.0,98.0,6,2022,6,2022,9,2022
497,2,1,44.0,28.299999237060547,5.800000190734863,1963,1,2,4,4.0,3.0,2,0,1,3350000,76136,1,25,0.04,122,289,11,4664,338.0,60.0,6,2022,6,2022,9,2022
498,2,1,45.0,29.0,6.0,1966,1,2,1,5.0,1.0,2,0,1,3400000,75556,1,20,0.05,410,708,11,4536,178.0,125.0,6,2022,6,2022,9,2022
499,2,1,30.0,17.100000381469727,5.400000095367432,1961,1,2,3,5.0,2.0,1,0,1,6230000,207667,1,21,0.05,85,49,14,1056,311.0,254.0,6,2022,6,2022,9,2022
500,2,1,51.599998474121094,34.79999923706055,6.0,1968,1,2,3,5.0,2.0,3,0,1,4800000,93023,1,23,0.04,74,873,11,4161,263.0,97.0,6,2022,6,2022,9,2022
501,2,1,30.399999618530273,16.799999237060547,6.0,1975,1,2,2,5.0,2.0,1,0,1,3700000,121711,0,6,0.17,198,238,4,2760,570.0,140.0,6,2022,6,2022,6,2022
502,2,4,45.0,26.0,7.099999904632568,1982,2,2,9,9.0,3.0,2,0,2,5300000,117778,1,20,0.05,125,507,8,1180,219.0,252.0,6,2022,6,2022,9,2022
503,2,1,37.79999923706055,27.299999237060547,4.199999809265137,1958,1,2,1,2.0,1.0,2,1,1,3370000,89153,1,27,0.04,329,335,7,1410,494.0,108.0,6,2022,6,2022,9,2022
504,2,1,43.599998474121094,28.100000381469727,5.900000095367432,1968,1,2,3,5.0,2.0,2,0,2,5800000,133028,1,23,0.04,142,639,10,130,1106.0,830.0,6,2022,6,2022,9,2022
505,2,2,50.400001525878906,17.100000381469727,6.699999809265137,1976,2,2,10,12.0,2.0,2,1,1,5500000,109127,1,33,0.03,106,1069,11,4884,308.0,138.0,6,2022,6,2022,9,2022
506,1,5,71.4000015258789,29.600000381469727,24.700000762939453,2023,3,2,12,21.0,2.0,2,1,3,14910000,208824,1,19,0.05,243,2235,7,5376,1080.8222222222223,303.5111111111111,6,2022,6,2022,9,2022
507,2,1,36.900001525878906,17.5,8.600000381469727,1988,2,2,2,14.0,2.0,1,0,1,4700000,127371,1,21,0.05,161,668,5,1670,431.0,569.0,6,2022,6,2022,9,2022
508,2,3,57.5,37.79999923706055,6.699999809265137,1970,2,2,2,9.0,2.0,3,0,1,8000000,139130,1,26,0.04,155,243,1,767,188.0,533.0,6,2022,6,2022,9,2022
509,2,1,41.79999923706055,28.399999618530273,6.0,1965,1,2,5,5.0,3.0,2,0,1,4500000,107656,1,20,0.05,387,1411,8,882,59.0,365.0,6,2022,6,2022,9,2022
510,2,1,99.0,61.0,10.0,1996,2,2,7,9.0,2.0,3,1,1,9490000,95859,1,20,0.05,154,570,8,1345,232.0,106.0,6,2022,6,2022,9,2022
511,2,1,31.299999237060547,16.299999237060547,6.099999904632568,1965,1,2,3,5.0,2.0,1,0,1,3450000,110224,1,24,0.04,387,1411,8,882,59.0,365.0,6,2022,6,2022,9,2022
512,2,1,77.9000015258789,50.0,7.5,1951,1,2,2,5.0,2.0,3,0,1,6900000,88575,1,25,0.04,83,314,13,804,138.0,393.0,6,2022,6,2022,9,2022
513,2,1,43.0,27.5,7.0,1972,2,2,5,9.0,2.0,2,0,2,4199000,97651,1,26,0.04,267,93,11,938,449.0,136.0,6,2022,6,2022,9,2022
514,2,1,38.0,17.700000762939453,14.0,2006,3,2,2,10.0,2.0,1,0,1,6980000,183684,1,24,0.04,315,643,5,5096,106.0,300.0,6,2022,6,2022,9,2022
515,2,1,42.79999923706055,18.5,13.199999809265137,2007,3,2,7,10.0,2.0,1,1,1,6500000,151869,1,21,0.05,330,699,4,677,98.0,271.0,6,2022,6,2022,9,2022
516,2,1,32.0,18.0,5.0,1967,1,2,1,5.0,1.0,1,0,2,3500000,109375,0,48,0.29,139,515,14,1779,261.0,154.0,6,2022,6,2022,9,2022
517,2,1,26.700000762939453,13.199999809265137,7.900000095367432,1991,2,2,2,9.0,2.0,1,0,1,3350000,125468,1,19,0.05,203,597,8,1479,97.0,63.0,6,2022,6,2022,9,2022
518,1,2,49.400001525878906,26.600000381469727,10.600000381469727,2023,3,2,5,14.0,2.0,2,1,3,5940000,120243,1,22,0.05,1247,1381,7,5547,688.5,662.0,6,2022,6,2022,9,2022
519,2,1,47.20000076293945,29.399999618530273,5.900000095367432,1966,1,2,2,5.0,2.0,2,0,1,4880000,103390,1,27,0.04,122,106,13,746,234.0,200.0,6,2022,6,2022,9,2022
520,2,1,32.0,18.0,5.0,1967,1,2,1,5.0,1.0,1,0,2,5570000,174063,0,4,0.25,139,515,14,1779,261.0,154.0,6,2022,6,2022,6,2022
521,2,1,59.099998474121094,46.29999923706055,5.599999904632568,1968,1,2,4,5.0,2.0,3,1,2,5150000,87140,1,20,0.05,235,319,12,1752,531.0,79.0,6,2022,6,2022,9,2022
522,2,1,70.0,50.0,8.0,1981,2,2,9,9.0,3.0,3,0,2,7600000,108571,1,23,0.04,213,1532,5,4542,167.0,419.0,6,2022,6,2022,9,2022
523,2,1,30.899999618530273,19.0,6.0,1968,1,2,4,5.0,2.0,1,0,2,4270000,138188,1,24,0.04,270,811,15,2040,271.0,288.0,6,2022,6,2022,9,2022
524,2,1,37.0,18.200000762939453,8.300000190734863,1998,2,2,9,10.0,2.0,1,0,1,5700000,154054,1,22,0.05,364,963,2,1919,136.0,90.0,6,2022,6,2022,9,2022
525,2,1,50.0,28.0,9.0,1994,2,2,7,9.0,2.0,2,0,1,4890000,97800,1,25,0.04,179,668,9,1640,411.0,565.0,6,2022,6,2022,9,2022
526,2,6,136.39999389648438,77.0,17.0,2001,3,2,4,5.0,2.0,3,0,1,10000000,73314,0,21,0.05,265,295,9,2626,371.0,176.0,6,2022,6,2022,8,2022
527,2,2,18.0,12.0,3.0,2014,3,2,1,10.0,1.0,1,1,2,2970000,165000,0,18,0.06,271,541,6,1821,507.0,484.0,6,2022,6,2022,8,2022
528,2,1,33.29999923706055,17.0,6.0,1978,2,2,9,9.0,3.0,1,0,2,3970000,119219,1,22,0.05,128,95,5,4347,301.0,365.0,6,2022,6,2022,9,2022
529,2,2,100.0,55.0,10.0,2008,3,2,6,10.0,2.0,3,0,1,10850000,108500,0,2,0.5,343,958,13,6365,236.0,202.0,6,2022,6,2022,6,2022
530,2,1,78.5999984741211,54.400001525878906,8.0,1950,1,2,1,3.0,1.0,3,0,1,8459000,107621,0,37,0.38,307,416,8,999,146.0,215.0,6,2022,6,2022,9,2022
531,2,4,36.0,18.0,7.0,1987,2,2,6,14.0,2.0,1,0,1,5000000,138889,0,7,0.14,103,908,2,1693,598.0,341.0,6,2022,6,2022,6,2022
532,2,1,73.0,55.0,12.0,2007,3,2,2,9.0,2.0,3,0,1,10000000,136986,1,26,0.04,203,156,5,116,267.0,206.0,6,2022,6,2022,9,2022
533,2,4,45.0,32.0,6.0,1960,1,2,4,5.0,2.0,2,1,1,4800000,106667,1,20,0.05,155,1068,4,1863,509.0,191.0,6,2022,6,2022,9,2022
534,2,1,74.0,53.0,9.0,1994,2,2,7,10.0,2.0,4,0,1,5990000,80946,0,5,0.2,126,1488,8,3300,172.0,73.0,6,2022,6,2022,6,2022
535,2,7,32.400001525878906,18.0,6.0,1966,1,2,1,5.0,1.0,1,1,2,3100000,95679,1,26,0.04,115,1291,9,1398,1313.0,1232.0,6,2022,6,2022,9,2022
536,2,1,30.0,18.0,6.0,1965,1,2,5,5.0,3.0,1,0,1,6060000,202000,1,18,0.0,276,512,6,1378,512.0,509.0,6,2022,6,2022,9,2022
537,2,1,60.0,42.29999923706055,6.0,1974,2,2,1,9.0,1.0,4,1,2,8690000,144833,1,20,0.0,93,523,3,3144,187.0,127.0,6,2022,6,2022,9,2022
538,2,2,75.30000305175781,42.599998474121094,8.5,1999,2,2,4,10.0,2.0,3,1,2,11550000,153386,0,1,0.0,400,2929,16,2866,581.0,656.0,6,2022,6,2022,6,2022
539,1,6,70.0,58.0,12.0,2009,3,2,6,9.0,2.0,2,1,1,13500000,192857,0,15,0.0,123,240,9,2807,362.0,196.0,6,2022,6,2022,6,2022
540,2,6,70.0,52.0,12.0,2009,3,2,6,9.0,2.0,2,1,1,13500000,192857,0,39,0.38,123,240,9,2807,362.0,196.0,6,2022,6,2022,9,2022
541,2,1,31.899999618530273,17.0,5.900000095367432,1973,2,2,3,9.0,2.0,1,0,2,4350000,136364,0,18,0.0,74,492,3,3084,247.0,170.0,6,2022,6,2022,8,2022
542,2,1,86.0,58.0,8.5,1997,2,2,2,18.0,2.0,4,1,3,8640000,100465,0,3,0.0,235,286,11,1412,433.0,305.0,6,2022,6,2022,6,2022
543,2,1,55.0,30.0,8.0,1996,2,2,1,6.0,1.0,2,1,1,7000000,127273,1,28,0.0,241,686,4,1912,848.0,505.0,6,2022,6,2022,9,2022
544,2,1,19.0,13.0,3.0,1956,1,2,1,2.0,1.0,1,0,1,2200000,115789,1,42,0.0,145,193,4,2421,378.0,168.0,6,2022,6,2022,9,2022
545,2,2,20.0,12.0,5.0,1976,2,2,7,9.0,2.0,1,0,1,2400000,120000,0,54,0.28,29,1301,15,1966,182.0,225.0,6,2022,6,2022,8,2022
546,2,1,32.0,18.0,6.0,1969,1,2,3,5.0,2.0,1,1,1,3500000,109375,1,26,0.08,107,545,8,759,437.0,166.0,6,2022,6,2022,9,2022
547,2,1,66.0,38.20000076293945,9.399999618530273,1988,2,2,6,10.0,2.0,3,0,2,7000000,106061,0,9,0.22,150,1037,5,933,212.0,295.0,6,2022,6,2022,7,2022
548,1,1,31.299999237060547,15.199999809265137,9.399999618530273,2014,3,2,2,3.0,2.0,1,0,1,4100000,130990,1,35,0.06,266,1400,6,696,470.0,334.0,6,2022,6,2022,9,2022
549,2,1,30.0,18.0,6.0,1965,1,2,5,5.0,3.0,1,0,1,3500000,116667,1,28,0.07,276,512,6,1378,512.0,509.0,6,2022,6,2022,9,2022
550,2,1,43.70000076293945,27.0,7.5,1976,5,2,3,4.0,2.0,2,0,2,4450000,101831,1,31,0.03,247,986,11,3553,134.0,139.0,6,2022,6,2022,9,2022
551,2,1,48.099998474121094,32.0,7.099999904632568,1975,2,2,6,9.0,2.0,2,0,2,5400000,112266,1,28,0.04,47,259,5,372,341.0,422.0,6,2022,6,2022,9,2022
552,2,2,31.0,17.0,6.0,1974,1,2,2,5.0,2.0,1,0,1,3090000,99677,1,78,0.01,197,1240,15,1930,172.0,152.0,6,2022,6,2022,9,2022
553,2,1,47.599998474121094,31.399999618530273,5.900000095367432,1973,1,2,2,5.0,2.0,2,0,1,4447000,93424,0,15,0.0,170,94,10,765,266.0,160.0,12,2022,12,2022,7,2022
554,2,1,35.099998474121094,17.0,8.100000381469727,1984,2,2,9,9.0,3.0,1,1,2,5670000,161538,0,3,0.0,313,501,5,2633,628.0,200.0,12,2022,12,2022,6,2022
555,2,1,35.400001525878906,17.600000381469727,8.699999809265137,1985,2,2,2,9.0,2.0,1,0,1,3700000,104520,1,26,0.0,328,620,10,2161,107.0,296.0,12,2022,12,2022,9,2022
556,1,3,170.0,105.0,25.0,2010,3,2,7,8.0,2.0,4,1,1,46200000,271765,1,33,0.0,225,372,2,118,372.0,219.0,12,2022,12,2022,9,2022
557,2,1,33.0,17.200000762939453,8.199999809265137,1983,2,2,1,9.0,1.0,1,1,2,3550000,107576,0,18,0.0,111,663,13,1116,240.0,347.0,12,2022,12,2022,8,2022
558,2,1,28.100000381469727,17.0,4.300000190734863,1982,2,2,8,9.0,2.0,1,1,1,4880000,173665,1,25,0.0,501,716,11,2208,239.0,138.0,12,2022,12,2022,9,2022
559,2,8,76.0,53.900001525878906,7.599999904632568,1937,1,2,4,4.0,3.0,3,0,1,5300000,69737,1,32,0.0,153,685,8,1824,629.0,994.0,12,2022,12,2022,9,2022
560,2,3,33.900001525878906,17.899999618530273,6.800000190734863,1978,2,2,5,9.0,2.0,1,0,1,7020000,207080,1,29,0.0,396,48,2,2099,218.0,328.0,12,2022,12,2022,9,2022
561,2,1,62.5,43.79999923706055,7.0,1970,2,2,9,9.0,3.0,3,0,2,8840000,141440,1,27,0.0,329,51,14,1310,142.0,259.0,12,2022,12,2022,9,2022
562,2,1,44.599998474121094,30.399999618530273,5.5,1965,1,2,1,5.0,1.0,2,0,2,4100000,91928,1,30,0.0,186,612,13,1054,251.0,292.0,12,2022,12,2022,9,2022
563,2,1,47.0,29.0,7.0,1979,1,2,2,5.0,2.0,2,1,1,5400000,114894,0,3,0.0,160,318,6,4270,297.0,318.0,12,2022,12,2022,6,2022
564,2,1,35.20000076293945,18.299999237060547,9.800000190734863,1989,2,2,1,10.0,1.0,1,0,2,4550000,129261,1,27,0.0,165,1288,5,1190,561.0,90.0,12,2022,12,2022,9,2022
565,2,1,45.900001525878906,30.200000762939453,5.5,1967,1,2,4,5.0,2.0,2,0,2,4400000,95861,1,26,0.0,342,864,8,347,117.0,117.0,12,2022,12,2022,9,2022
566,2,1,38.20000076293945,23.0,9.0,1971,1,2,1,5.0,1.0,2,1,2,3930000,102880,1,25,0.0,242,700,13,5961,281.0,121.0,12,2022,12,2022,9,2022
567,2,1,29.700000762939453,16.0,5.400000095367432,1965,1,2,2,5.0,2.0,1,0,2,3350000,112795,0,2,0.0,236,1578,6,356,226.0,180.0,12,2022,12,2022,6,2022
568,2,1,50.0,33.70000076293945,7.0,1948,1,2,2,2.0,3.0,2,0,1,4860000,97200,0,2,0.0,49,410,8,1262,143.0,45.0,12,2022,12,2022,6,2022
569,2,1,52.5,30.0,8.5,1988,2,2,7,10.0,2.0,2,1,2,5600000,106768,0,16,0.06,151,202,10,939,491.0,217.0,11,2022,12,2022,8,2022
570,2,1,52.0,30.0,8.600000381469727,1987,2,2,9,9.0,3.0,2,1,2,7040000,135385,0,4,0.25,151,166,6,864,203.0,274.0,11,2022,12,2022,12,2022
571,2,1,42.900001525878906,27.200000762939453,5.900000095367432,1969,1,2,2,5.0,2.0,2,0,1,4050000,94406,1,33,0.03,171,462,10,2820,171.0,230.0,11,2022,12,2022,9,2022
572,2,6,52.0,25.5,10.199999809265137,1997,2,2,7,12.0,2.0,2,0,1,6449999,124038,1,31,0.03,134,1157,4,496,300.0,412.0,11,2022,12,2022,9,2022
573,2,1,63.20000076293945,44.0,7.0,1969,2,2,9,9.0,3.0,3,0,2,3500000,55380,1,26,0.04,109,580,4,528,108.0,308.0,11,2022,12,2022,9,2022
574,2,6,40.0,27.600000381469727,6.0,1959,1,2,3,5.0,2.0,2,1,1,3800000,95000,1,27,0.04,61,351,13,541,213.0,574.0,11,2022,12,2022,9,2022
575,2,4,55.0,42.70000076293945,4.800000190734863,1964,1,2,1,5.0,1.0,3,0,1,6270000,114000,1,23,0.04,235,1634,10,4780,221.0,169.0,11,2022,12,2022,9,2022
576,2,2,31.399999618530273,16.899999618530273,6.699999809265137,1971,1,2,4,5.0,2.0,1,0,1,4400000,140127,0,6,0.17,138,264,4,62,427.0,572.0,11,2022,12,2022,6,2022
577,2,1,65.30000305175781,38.0,9.399999618530273,1983,2,2,1,9.0,1.0,3,0,2,6990000,107044,1,30,0.03,53,372,5,1751,235.0,553.0,11,2022,12,2022,9,2022
578,2,1,31.5,20.799999237060547,6.0,1966,2,2,6,9.0,2.0,1,0,1,3600000,114322,1,29,0.03,129,326,14,959,399.0,347.0,11,2022,12,2022,9,2022
579,2,1,60.099998474121094,43.79999923706055,7.199999809265137,1977,2,2,8,9.0,2.0,3,0,2,5500000,91514,0,5,0.2,161,582,8,1302,87.0,178.0,11,2022,12,2022,6,2022
580,2,1,45.599998474121094,30.5,6.0,1979,1,2,5,5.0,3.0,2,1,1,4800000,105263,0,3,0.33,160,318,6,4270,297.0,318.0,11,2022,12,2022,12,2022
581,2,6,36.599998474121094,22.0,7.400000095367432,1964,2,2,4,9.0,2.0,2,0,1,4450000,121585,1,28,0.04,124,156,9,2304,286.0,499.0,11,2022,12,2022,9,2022
582,2,2,65.30000305175781,43.20000076293945,7.0,1997,2,2,1,14.0,1.0,3,0,1,7200000,110260,1,29,0.03,246,1256,13,6674,181.0,283.0,11,2022,12,2022,9,2022
583,2,1,62.5,43.79999923706055,7.0,1970,2,2,9,9.0,3.0,3,0,2,6590000,105440,1,33,0.03,329,51,14,1310,142.0,259.0,11,2022,12,2022,9,2022
584,2,4,44.400001525878906,30.600000381469727,6.0,1970,1,2,1,5.0,1.0,2,0,1,3900000,87838,1,24,0.04,83,1446,9,3054,136.0,81.0,11,2022,12,2022,9,2022
585,2,1,62.5,43.79999923706055,7.0,1970,2,2,9,9.0,3.0,3,0,2,6590000,105440,0,17,0.06,329,51,14,1310,142.0,259.0,11,2022,12,2022,8,2022
586,1,1,43.599998474121094,16.799999237060547,13.100000381469727,2023,3,2,10,21.0,2.0,1,1,3,6560000,150459,1,29,0.03,495,1264,6,5918,880.0,701.0,11,2022,12,2022,9,2022
587,2,1,43.900001525878906,28.299999237060547,5.599999904632568,1972,2,2,2,9.0,2.0,2,0,2,4900000,111617,1,33,0.03,133,634,10,2912,449.0,86.0,11,2022,12,2022,9,2022
588,2,1,62.0,50.400001525878906,6.0,1970,1,2,5,5.0,3.0,3,0,1,4614300,74424,0,4,0.25,31,594,5,4315,316.96604215456676,269.557962529274,11,2022,12,2022,6,2022
589,2,1,110.69999694824219,63.0,13.0,2008,3,2,9,10.0,2.0,4,0,1,13800000,124661,1,27,0.04,301,612,8,6230,400.0,352.0,11,2022,12,2022,9,2022
590,2,1,44.0,28.200000762939453,5.800000190734863,1966,1,2,1,5.0,1.0,2,1,1,4630000,105227,1,29,0.03,264,850,4,1910,511.0,273.0,11,2022,12,2022,9,2022
591,2,1,73.0,48.0,6.0,1958,1,2,1,3.0,1.0,3,0,1,5180000,70959,0,2,0.0,322,615,4,2174,377.0,349.0,10,2022,10,2022,6,2022
592,2,1,90.0999984741211,47.5,15.399999618530273,2015,3,2,4,19.0,2.0,3,0,3,11000000,122087,1,42,0.0,483,2426,7,5572,321.0,152.0,10,2022,10,2022,9,2022
593,1,1,20.299999237060547,8.0,5.800000190734863,2019,3,2,13,14.0,2.0,0,1,2,4400000,216749,0,21,0.0,90,1087,3,1395,334.0,469.0,10,2022,10,2022,8,2022
594,2,1,35.0,20.0,7.0,1987,2,2,8,9.0,2.0,1,1,1,4000000,114286,1,31,0.0,159,312,4,2677,625.0,88.0,10,2022,10,2022,9,2022
595,2,1,60.0,42.0,5.0,1966,1,2,5,5.0,3.0,3,0,1,4900000,81667,0,3,0.0,151,536,11,3586,468.0,166.0,10,2022,10,2022,6,2022
596,2,3,57.400001525878906,38.599998474121094,8.800000190734863,1972,2,2,9,9.0,3.0,3,0,2,6600000,114983,0,15,0.0,250,233,1,1841,647.0,235.0,10,2022,10,2022,8,2022
597,2,2,33.099998474121094,14.600000381469727,8.600000381469727,2012,3,2,1,3.0,1.0,1,0,2,3600000,108761,0,9,0.0,350,572,18,4906,1211.0,528.0,10,2022,10,2022,7,2022
598,2,3,57.400001525878906,38.599998474121094,8.800000190734863,1972,2,2,9,9.0,3.0,3,0,2,6600000,114983,1,28,0.0,250,233,1,1841,647.0,235.0,10,2022,10,2022,9,2022
599,2,1,60.5,46.599998474121094,6.300000190734863,1973,1,2,5,5.0,3.0,4,0,1,5799990,95868,1,31,0.0,167,240,5,120,406.0,115.0,10,2022,10,2022,9,2022
600,2,1,32.70000076293945,17.100000381469727,8.300000190734863,1988,2,2,8,10.0,2.0,1,0,2,4000000,122324,1,30,0.0,106,104,10,936,400.0,212.0,10,2022,10,2022,9,2022
601,2,1,22.700000762939453,12.300000190734863,3.0,2014,3,2,12,19.0,2.0,0,1,2,3200000,141156,1,28,0.0,66,1408,15,2670,631.0,948.0,10,2022,10,2022,9,2022
602,2,1,42.0,29.0,6.0,1963,1,2,1,5.0,1.0,3,1,1,5100000,121429,1,26,0.0,247,466,4,2278,184.0,287.0,10,2022,10,2022,9,2022
603,2,4,65.4000015258789,39.0,9.800000190734863,1991,2,2,2,10.0,2.0,3,0,2,8800000,134557,1,34,0.0,127,577,6,5786,207.0,430.0,10,2022,10,2022,9,2022
604,2,1,44.0,30.0,6.0,1972,1,2,1,5.0,1.0,2,1,1,4600000,104545,0,3,0.0,103,149,5,3446,1028.0,365.0,10,2022,10,2022,6,2022
605,2,1,28.100000381469727,12.5,6.5,1985,2,2,7,9.0,2.0,1,1,1,3700000,131673,0,2,0.0,272,562,10,2117,153.0,240.0,10,2022,10,2022,10,2022
606,2,6,56.0,40.70000076293945,6.0,1963,1,2,3,5.0,2.0,3,0,1,6490000,115893,1,30,0.0,160,130,9,2207,203.0,410.0,10,2022,10,2022,9,2022
607,2,1,66.5999984741211,38.099998474121094,9.199999809265137,1982,2,2,7,9.0,2.0,3,0,2,6800000,102102,1,26,0.08,121,1225,13,1805,137.0,153.0,10,2022,12,2022,9,2022
